sentence	option1	option2
Brett loved brandy so when he and his roommate Christopher received a bottle as a gift, _ drank all of it.	Brett	Christopher
Brett hated brandy so when he and his roommate Christopher received a bottle as a gift, _ drank all of it.	Brett	Christopher
Nobody wants to eat the cabbage soup of Aaron, but everyone likes Brett's because _ 's is just right.	Aaron	Brett
Nobody wants to eat the cabbage soup of Aaron, but everyone likes Brett's because _ 's is too salty.	Aaron	Brett
Robert was able to reach the bottle that was on the top shelf unlike Samuel, due to _ being short.	Robert	Samuel
Robert was able to reach the bottle that was on the top shelf unlike Samuel, due to _ being tall.	Robert	Samuel
Danika prefers pots with plastic handles over metal handles, because the _ have worse heat resistance.	plastic handles	metal handles
Danika prefers pots with plastic handles over metal handles, because the _ have better heat resistance.	plastic handles	metal handles
There were pangs of hunger in her belly so Maria wanted to eat something. She chose an apple instead of bread since the _ was fresh.	apple	bread
There were pangs of hunger in her belly so Maria wanted to eat something. She chose an apple instead of bread since the _ was old.	apple	bread
Lawrence was thirsty and Nelson had a bottle of water, so _ got the bottle from them.	Lawrence	Nelson
Lawrence was thirsty and Nelson had a bottle of water, so _ gave the bottle to them.	Lawrence	Nelson
Robert invited Joseph into his big tent on a spring camping trip, because _ wanted some company.	Robert	Joseph
The painter took brushes out of his truck and put them on the table until the _ was full.	truck	table
The painter took brushes out of his truck and put them on the table until the _ was empty.	truck	table
After Lawrence finished shipping all of the boxes to Steven, _ had a much emptier warehouse.	Lawrence	Steven
After Lawrence finished shipping all of the boxes to Steven, _ had a much fuller warehouse.	Lawrence	Steven
Jeff stopped working with his company and chose to work with the freelancing agency because the _ was authoritative.	company	agency
Jeff stopped working with his company and chose to work with the freelancing agency because the _ was flexible.	company	agency
Bob the builder had to go to Home Depot and get glue for the construction but kept his material because the _ was still fine.	glue	material
Bob the builder had to go to Home Depot and get glue for the construction but kept his material because the _ had run out.	glue	material
The maid tried to pour the tea into the paper cup but the _ was too hot.	tea	cup
The maid tried to pour the tea into the paper cup but the _ was too soft.	tea	cup
Katrina had a better parking spot than Samantha because _ was farther from the grocery store.	Katrina	Samantha
Katrina had a better parking spot than Samantha because _ was closer to the grocery store.	Katrina	Samantha
The little boy poured milk from the carton into his cereal bowl until the _ was full.	bowl	carton
The little boy poured milk from the carton into his cereal bowl until the _ was empty.	bowl	carton
He finally threw the old birthday cards he had been saving in a drawer for years in the trash, when he was done the _ was full.	trash	drawer
He finally threw the old birthday cards he had been saving in a drawer for years in the trash, when he was done the _ was empty.	trash	drawer
The boy wanted to put the game inside the box but the _ was too small.	box	game
The boy wanted to put the game inside the box but the _ was too big.	box	game
The coroner tried to put the body in the bag but the _ was too small.	body	bag
The coroner tried to put the body in the bag but the _ was too large.	body	bag
They bought them candies instead of potato chips, because they hate the _ and other salty chips.	candies	potato chips
They bought them candies instead of potato chips, because they love the _ and other sweets.	candies	potato chips
The egg cooked more evenly in the pan than on the sheet, because the _ was poorly designed.	sheet	pan
The egg cooked more evenly in the pan than on the sheet, because the _ was well designed.	sheet	pan
The tattoos of Christopher were mainly Japanese style compared to Lawrence's because _ disliked that style.	Christopher	Lawrence
The tattoos of Christopher were mainly Japanese style compared to Lawrence's because _ loved that style.	Christopher	Lawrence
Billy poured the entire bottle of brake fluid into the cup until the _ was empty.	bottle	cup
Billy poured the entire bottle of brake fluid into the cup until the _ was full.	bottle	cup
I went to park my boat in the local marina but I couldn't because the _ was too full.	marina	boat
The clothes that I wanted to take on the trip, didn't fit in the bags because the _ were too tiny.	clothes	bags
The clothes that I wanted to take on the trip, didn't fit in the bags because the _ were too large.	clothes	bags
The bag tore up again under the force of the load after James used the glue to hold it together. The _ is weak.	load	glue
The bag tore up again under the force of the load after James used the glue to hold it together. The _ is heavy.	load	glue
When it comes to make adjustments in the workplace, Rachel is more capable than Mary because _  can think outside the box.	Rachel	Mary
When it comes to make adjustments in the workplace, Rachel is more capable than Mary because _  is incapable of thinking outside the box.	Rachel	Mary
Jay poured the entire cup of water into the bowl on the counter until the _ was empty.	cup	bowl
Jay poured the entire cup of water into the bowl on the counter until the _ was full.	cup	bowl
After the interview, Tanya hired Sarah to work for her company because _ was impressive.	Tanya	Sarah
After the interview, Tanya hired Sarah to work for her company because _ was impressed.	Tanya	Sarah
The stick was swallowed in the pot of juice it was meant to be stirred. The _ is short.	stick	pot
The stick was swallowed in the pot of juice it was meant to be stirred. The _ is tall.	stick	pot
Donald is new in the company and asks his boss, Brian for help, because _ is already at the top.	Donald	Brian
Donald is new in the company and asks his boss, Brian for help, because _ want to get to the top.	Donald	Brian
Christine ran and picked up a laser gun before Jessica because _ had spotted the laser gun first.	Christine	Jessica
Christine ran and picked up a laser gun before Jessica because _ had spotted the laser gun last.	Christine	Jessica
The man packed his things in a box instead of a bag because the _ held less items.	box	bag
The man packed his things in a box instead of a bag because the _ held more items.	box	bag
The eggs in the basket broke when dropped, but the ones in the bowl did not, because the eggs in the _ were raw.	basket	bowl
The eggs in the basket broke when dropped, but the ones in the bowl did not, because the eggs in the _ were hard boiled.	basket	bowl
Ed poured the entire bottle of salt into the hot sauce pan on the stone until the _ was empty.	bottle	pan
Ed poured the entire bottle of salt into the hot sauce pan on the stone until the _ was full.	bottle	pan
Nicole wanted to clean the refrigerator so she took the food out and put it on the counter until the _ was empty.	refrigerator	counter
Nicole wanted to clean the refrigerator so she took the food out and put it on the counter until the _ was full.	refrigerator	counter
The industrious chicken keeper took eggs from the nest and put them in her basket until the _ was full.	basket	nest
The industrious chicken keeper took eggs from the nest and put them in her basket until the _ was empty.	basket	nest
The steam escaped from a pan but not from a pot, because the _ had a tight lid.	pan	pot
The steam escaped from a pan but not from a pot, because the _ had a loose lid.	pan	pot
The wine bottle that I bought from the local store won't fit in the holder because the _ is too light.	wine	holder
The wine bottle that I bought from the local store won't fit in the holder because the _ is too heavy.	wine	holder
Nelson went to the back to get a loan from Joseph for their company because _ was lending money.	Nelson	Joseph
Nelson went to the back to get a loan from Joseph for their company because _ was borrowing money.	Nelson	Joseph
The Pope preferred to meditate in the empty cloister instead of the garden that many cardinals were talking in because the _ was loud.	cloister	garden
The Pope preferred to meditate in the empty cloister instead of the garden that many cardinals were talking in because the _ was quiet.	cloister	garden
Cabbage went well with sausage but not with ham, as the flavor of the _ clashed with it.	sausage	ham
Cabbage went well with sausage but not with ham, as the flavor of the _ matched with it.	sausage	ham
While waiting on his shirt in the dryer, Jack had to run to the mailbox in just his underwear since the _ was wet.	underwear	shirt
While waiting on his shirt in the dryer, Jack had to run to the mailbox in just his underwear since the _ was dry.	underwear	shirt
At the company picnic, Leslie stayed at the shallow end of the pond and Craig stayed at the deep end, because _ was unaccomplished at swimming.	Leslie	Craig
At the company picnic, Leslie stayed at the shallow end of the pond and Craig stayed at the deep end, because _ was proficient at swimming.	Leslie	Craig
Jessica's pot scrubber needed to be replaced soon because the _ was becoming increasingly flattened.	scrubber	pot
Jessica's pot scrubber needed to be replaced soon because the _ was becoming increasingly harder to clean.	scrubber	pot
Jenny washed her sweaters for the trip but not the pants, because the _ were less dirty.	sweaters	pants
Jenny washed her sweaters for the trip but not the pants, because the _ were too dirty.	sweaters	pants
We added garlic to the omelette, but not to the potato, since the _ worked poorly with the flavor.	omelette	potato
We added garlic to the omelette, but not to the potato, since the _ worked well with the flavor.	omelette	potato
Rebecca made potions in the video game while Lindsey made a sword because _ needed more healing.	Rebecca	Lindsey
Rebecca made potions in the video game while Lindsey made a sword because _ needed more weapons.	Rebecca	Lindsey
The mother brought more diapers than bottles to the daycare center, because more of the _ were needed.	diapers	bottles
The mother brought more diapers than bottles to the daycare center, because less of the _ were needed.	diapers	bottles
Rick poured the vodka from a bottle into his flask until the _ was full.	bottle	flask
Rick poured the vodka from a bottle into his flask until the _ was empty.	bottle	flask
I took everything out of the bowl and put it in the jar since the _ was bigger.	bowl	jar
I took everything out of the bowl and put it in the jar since the _ was too small.	bowl	jar
Christopher always gets knocked down by Steven when they fight each other in the boxing ring. _ is weak.	Christopher	Steven
Christopher always gets knocked down by Steven when they fight each other in the boxing ring. _ is strong.	Christopher	Steven
Brian's ribeye steak was burned unlike Ian's because _ overcooked it in the cast iron pan.	Brian	Ian
Brian's ribeye steak was burned unlike Ian's because _ didn't overcook it in the cast iron pan.	Brian	Ian
The chemist poured the liquid out of the flask and into the container until the _ was empty.	flask	container
The chemist poured the liquid out of the flask and into the container until the _ was almost full.	flask	container
Karen was filling the jewelry display at her store from the new box of products that were shipped in. By that afternoon, the _ was empty.	display	box
Karen was filling the jewelry display at her store from the new box of products that were shipped in. By that afternoon, the _ was full.	display	box
I decided to sew the pillows instead of bags because the _ are easier to sew.	pillows	bags
I decided to sew the pillows instead of bags because the _ are harder to sew.	pillows	bags
Rachel's protein pancakes tasted horrible unlike Cynthia's because _ remembered to add in sugar before cooking.	Rachel	Cynthia
Rachel's protein pancakes tasted horrible unlike Cynthia's because _ forgot to add in sugar before cooking.	Rachel	Cynthia
Jason collected a bunch of furniture from Lawrence's house, because _ was emptying their living room.	Jason	Lawrence
The diner cook added vegetables from the bin to the pot of soup on the stove until the _ was empty.	pot	bin
The diner cook added vegetables from the bin to the pot of soup on the stove until the _ was full.	pot	bin
Logan was in a better spot in life unlike Aaron because _ had so much anxiety built up.	Logan	Aaron
Logan was in a troubled spot in life unlike Aaron because _ had so much anxiety built up.	Logan	Aaron
He was trying to measure the height of the box using a ruler, but had to switch to a larger ruler because the _ is too short.	box	ruler
He was trying to measure the height of the box using a ruler, but had to switch to a larger ruler because the _ is too tall.	box	ruler
The supervisor had to manage the tablets but not the phones because the _ were company owned.	tablets	phones
On the red carpet Jennifer spots the A-list celebrity Elena, but _ won't give an autograph.	Jennifer	Elena
On the red carpet Jennifer spots the A-list celebrity Elena, so _ asks for an autograph.	Jennifer	Elena
Mary poured the entire red wine bottle into the tall glass until the _ was empty.	bottle	glass
Mary poured the entire red wine bottle into the tall glass until the _ was full.	bottle	glass
Mary poured the entire bottle of white wine alcohol into her cup until the _ was full.	bottle	cup
Mary poured the entire bottle of white wine alcohol into her cup until the _ was empty.	bottle	cup
John poured the entire cup of acid into the bowl on the counter until the _ was full.	cup	bowl
John poured the entire cup of acid into the bowl on the counter until the _ was empty.	cup	bowl
The pot got broken as the tree grew inside it because the _ is now too small.	tree	pot
The pot got broken as the tree grew inside it because the _ is now too big.	tree	pot
Bill poured hot water from the bowl into the bath tub until the _ was empty.	bowl	tub
Bill poured hot water from the bowl into the bath tub until the _ was full.	bowl	tub
Samantha seems to always have a liquor bottle in their hand while Patricia didn't, so _ looked drunk.	Samantha	Patricia
Samantha seems to always have a liquor bottle in their hand while Patricia didn't, so _ looked sober.	Samantha	Patricia
Katrina had a preppy clothing style but not Maria because _ was always wearing pleated pants.	Katrina	Maria
Katrina had a preppy clothing style but not Maria because _ was always wearing ripped pants.	Katrina	Maria
The groom wanted to hide the ring in the box but the _ was too small.	box	ring
The groom wanted to hide the ring in the box but the _ was too large.	box	ring
The hammer struck a blow but failed to crush the box, as the _ was too strong.	hammer	box
The hammer struck a blow but failed to crush the box, as the _ was too weak.	hammer	box
The man tried to put the bag inside the cabinet but the _ was too small.	cabinet	bag
The man tried to put the bag inside the cabinet but the _ was too large.	cabinet	bag
Selma wanted to pour a pound of sugar into the box but the _ was too large.	box	pound of sugar
Selma wanted to pour a pound of sugar into the box but the _ was too small.	box	pound of sugar
Betty has a lot more money than Rebecca because _ just won the huge jackpot.	Betty	Rebecca
Betty has a lot less money than Rebecca because _ just won the huge jackpot.	Betty	Rebecca
Mark put the t shirts in the washing machine and the pants in the dryer, because the _ were wet.	t shirts	pants
Mark put the t shirts in the washing machine and the pants in the dryer, because the _ were dirty.	t shirts	pants
I dumped almonds and pistachios from the bag into the bowl until the _ was empty.	bag	bowl
I dumped almonds and pistachios from the bag into the bowl until the _ was full.	bag	bowl
Diane poured water from the pitcher into the cat's bowl until the _ was empty.	pitcher	bowl
Diane poured water from the pitcher into the cat's bowl until the _ was full.	pitcher	bowl
While grilling outside, he moved the steaks from the grill to the plate, so the _ became empty.	plate	grill
While grilling outside, he moved the steaks from the grill to the plate, so the _ became full.	plate	grill
We needed a makeshift watering can, so we went with a bottle instead of a bowl as the _ was unwieldy.	bottle	bowl
We needed a makeshift watering can, so we went with a bottle instead of a bowl as the _ was portable.	bottle	bowl
Having several bottles of high-priced perfume to choose from made Jason happy but not Donald because _ had inexpensive taste.	Jason	Donald
Having several bottles of high-priced perfume to choose from made Jason happy but not Donald because _ had expensive taste.	Jason	Donald
Kyle omitted potatoes from the dinner menu with Ian, knowing that _ couldn't find nightshades in season.	Kyle	Ian
Kyle omitted potatoes from the dinner menu with Ian, knowing that _ couldn't digest nightshades.	Kyle	Ian
Cooking the potatoes in the stew took less time than the broccoli because the _ was ripe.	potatoes	broccoli
Cooking the potatoes in the stew took less time than the broccoli because the _ was unripe.	potatoes	broccoli
Mike used a new notebook for his notes instead of his notepad, since the _ was full .	notebook	notepad
As Maria was approaching Elena, she slowed and picked her steps carefully, as _ was always easy to surprise.	Maria	Elena
As Maria was approaching Elena, she slowed and picked her steps carefully, as _ was always eager to surprise.	Maria	Elena
Ryan was elated when the seeds grew for Leslie's pot, but _ despised their growth.	Ryan	Leslie
Ryan was elated when the seeds grew for Leslie's pot, and _ congratulated their growth.	Ryan	Leslie
Bob emptied the entire bowl of white onion into the pan on the stove until the _ was full.	pan	bowl
Bob emptied the entire bowl of white onion into the pan on the stove until the _ was empty.	pan	bowl
James cannot carry the bag handed to him, so he decided to pick the box instead. The _ is heavy.	bag	box
James cannot carry the bag handed to him, so he decided to pick the box instead. The _ is light.	bag	box
The delivery driver took the water bottles out of the truck and put them on the shelf in the store until the _ was empty.	truck	shelf
The delivery driver took the water bottles out of the truck and put them on the shelf in the store until the _ was full.	truck	shelf
I poured the flour from the container into the bowl until the _ was empty.	container	bowl
I poured the flour from the container into the bowl until the _ was full.	container	bowl
Nelson conducted a job interview with Nick because _ wanted to be hired to a company.	Nelson	Nick
Nelson conducted a job interview with Nick because _ wanted to hire for their company.	Nelson	Nick
The plant could not grow in the pot and it was transferred to the jar where it flourished. The _ is deep.	pot	jar
The plant could not grow in the pot and it was transferred to the jar where it flourished. The _ is shallow.	pot	jar
Benjamin told Lawrence that he would volunteer to calculate the company's retained earnings.  _ was grateful.	Benjamin	Lawrence
Benjamin told Lawrence that he would volunteer to calculate the company's retained earnings.  _ was generous.	Benjamin	Lawrence
I wanted to make the pancakes on the stove instead of the microwave even though it is slower to make them on the _ .	microwave	stove
I wanted to make the pancakes on the stove instead of the microwave but it is faster to make them in the _ .	microwave	stove
The shirt had been touched by the bleach but the pants had not because the _ had white splotches.	pants	shirt
The pants had been touched by the bleach but the shirt had not because the _ had white splotches.	pants	shirt
Katrina would always mismatch the colors their socks and pants unlike Sarah, so _ had good style.	Katrina	Sarah
Katrina would always mismatch the colors their socks and pants unlike Sarah, so _ had bad style.	Katrina	Sarah
The baseboard got damaged under the box that John placed on it. The _ is very weak.	box	baseboard
The baseboard got damaged under the box that John placed on it. The _ is very heavy.	box	baseboard
John realized he needed to scoop several spoonful of butter to empty the bucket because the _ is too small.	spoon	bucket
John realized he needed to scoop several spoonful of butter to empty the bucket because the _ is too big.	spoon	bucket
Christine tried to sell Cynthia a bag. _ was outraged to see that the bag was all scratched up.	Christine	Cynthia
Christine tried to sell Cynthia a bag. _ was ashamed to know that the bag was all scratched up.	Christine	Cynthia
Cropped pants were always too long on Rachel, but looked great on Amy, because _ was much shorter.	Rachel	Amy
Cropped pants were always too long on Rachel, but looked great on Amy, because _ was much taller.	Rachel	Amy
the medicine in the bottle had to overflow as i was pouring it in, the _ was too small.	bottle	medicine
the medicine in the bottle had to overflow as i was pouring it in, the _ was too much.	bottle	medicine
Anna had to pull all the sugar from the container into the bowl until the _ was empty.	container	bowl
Anna had to pull all the sugar from the container into the bowl until the _ was full.	container	bowl
The beach was a prime spot for Tanya to lay and soak up the sun while Betty was having fun in the water for _ was on the sand.	Tanya	Betty
The beach was a prime spot for Tanya to lay and soak up the sun while Betty was having fun in the water for _ was surfing.	Tanya	Betty
Kayla wanted to try a new cupcake recipe for Jennifer's birthday, but _ didn't like trying new things.	Kayla	Jennifer
Kayla wanted to try a new cupcake recipe for Jennifer's birthday, because _ liked making new things.	Kayla	Jennifer
Sara moved the food from the pan onto the dish until the _ was empty.	dish	pan
Sara moved the food from the pan onto the dish until the _ was covered.	dish	pan
The man at the office was more panicked than the man at the park because the _ was less calm.	park	office
Derrick's Spanish speaking is native, while Craig can't speak it. _ lives in Mexico City.	Derrick	Craig
Derrick's Spanish speaking is native, while Craig can't speak it. _ lives in the US.	Derrick	Craig
The pancakes that I had yesterday were better than the muffins today, because the _ were fresher.	pancakes	muffins
The pancakes that I had yesterday were better than the muffins today, because the _ were older.	pancakes	muffins
The company contracted to build an office instead of an apartment, as the _ was an area of naivite for them.	office	apartment
The company contracted to build an office instead of an apartment, as the _ was an area of expertise for them.	office	apartment
Michael gave Ryan his large box of Cuban cigars because cigars always made _ very sick.	Michael	Ryan
Michael gave Ryan his large box of Cuban cigars because cigars always made _ very happy.	Michael	Ryan
The sales clerk tried to put the collar into the box but it would not fit because the _ was too big.	box	collar
The sales clerk tried to put the collar into the box but it would not fit because the _ was too small.	box	collar
Erin is a frequent user of Google, but Natalie never goes on there because _ hates the company.	Erin	Natalie
Erin is a frequent user of Google, but Natalie never goes on there because _ loves the company.	Erin	Natalie
Jenna filled out the paperwork to file a claim against the construction company, even though the _ was very long.	paperwork	claim
Jenna filled out the paperwork to file a claim against the construction company, even though the _ was very risky.	paperwork	claim
Most women generally prefer wearing pants then dresses because the _ are more comfortable to wear.	pants	dresses
Most women generally prefer wearing pants then dresses because the _ are less comfortable to wear.	pants	dresses
The hard working chemist took the chemicals from the box and put them into the refrigerator until the _ was full.	box	refrigerator
The hard working chemist took the chemicals from the box and put them into the refrigerator until the _ was empty.	box	refrigerator
Grace was trying to avoid swapping with me her dress for my sweater. She thinks my _ is too baggy on her.	sweater	dress
While they were knitting sweaters, Logan did poorly while Ryan was skillful, so the sweater of _ turned out beautifully.	Logan	Ryan
Nelson had fun hiking while Donald had fun playing console video games, and _ often spent time on an Xbox.	Nelson	Donald
James wanted to drink his cup of coffee but he could not until he added some water to cool it down. The _ is hot.	water	coffee
James wanted to drink his cup of coffee but he could not until he added some water to cool it down. The _ is cold.	water	coffee
The florist took the long-stemmed roses from the refrigerator and put them in the vase until the _ was full.	refrigerator	vase
The florist took the long-stemmed roses from the refrigerator and put them in the vase until the _ was empty.	refrigerator	vase
Jim knew he needed more fibre and less fat in his diet. The _ kept him feeling full and regular.	fibre	fat
The worker tried to store the tubes in the small boxes but the _ were too large.	boxes	tubes
The worker tried to store the tubes in the small boxes but the _ were too small.	boxes	tubes
The rice in the bowl tasted better than the rice in the cup, because the _ held a batch that was well cooked.	bowl	cup
The rice in the bowl tasted better than the rice in the cup, because the _ held a batch that was under cooked.	bowl	cup
Lawrence wanted to learn to improve their self confidence from Justin as _ was comfortable in company.	Lawrence	Justin
Lawrence wanted to learn to  improve their self confidence from Justin as _  was awkward  in company.	Lawrence	Justin
I need to transfer cleaning solution from a bottle to a cup until the _ is full.	bottle	cup
I need to transfer cleaning solution from a bottle to a cup until the _ is empty.	bottle	cup
The land connection worked much better than the wi-fi because the _ was spotty.	wi-fi	land connection
Derrick liked to hit the bottle early, while Craig waited until the evening, since _ was usually abstinent with alcohol.	Derrick	Craig
Derrick liked to hit the bottle early, while Craig waited until the evening, since _ was usually indulgent with alcohol.	Derrick	Craig
Lisa used the shampoo in her hair but not the conditioner because the _ was empty.	conditioner	shampoo
Natalie won the presentation part of the chef contest over Victoria , as _ beautifully garnished the plate .	Natalie	Victoria
The companies had trouble buying the desks, but not the chairs, because the _ were costly.	desks	chairs
The companies had trouble buying the desks, but not the chairs, because the _ were affordable.	desks	chairs
We decided to go to the bowling alley instead of the movie theater because the _ was closing later.	bowling alley	movie theater
We decided to go to the bowling alley instead of the movie theater because the _ was closing earlier.	bowling alley	movie theater
I picked up my blue cup that was by the sink while I was doing the dishes but there was nothing in it. The _ was empty.	cup	sink
I picked up my blue cup that was by the sink while I was doing the dishes but there was nothing in it. The _ was full.	cup	sink
Kayla looked so much better in spandex than Natalie did because _ was so portly.	Kayla	Natalie
Kayla looked so much better in spandex than Natalie did because _ was so slender.	Kayla	Natalie
Joel was chosen over Eric to be the next CEO of the company, even though _ had more experience.	Joel	Eric
Joel was chosen over Eric to be the next CEO of the company, even though _ had less experience.	Joel	Eric
The red potatoes are soft but the carrots are still hard. The _  are not ready.	potatoes	carrots
The red potatoes are soft but the carrots are still hard. The _ are ready.	potatoes	carrots
Since Erin rented while Monica owned a house with a garage, _ parked their car in an assigned, numbered spot when it snowed.	Erin	Monica
I was unable to fit the training into my schedule because the _ was too full.	training	schedule
Logan spent days organising the event that Justin was going to attend, because _ was a conference participant.	Logan	Justin
The frosting slid off the cake but stayed on the cupcake, as the _ had an ideal surface to apply it on.	cake	cupcake
The frosting slid off the cake but stayed on the cupcake, as the _ had a poor surface to apply it on.	cake	cupcake
The bartender poured the juice from the blender into the cocktail glass until the _ was empty.	glass	blender
The bartender poured the juice from the blender into the cocktail glass until the _ was full.	glass	blender
The leg of Emily started to gangrene when Carrie spotted it immediately and _ refused to see the doctor where the leg was lost.	Emily	Carrie
The leg of Emily started to gangrene when Carrie spotted it immediately and _ took him to the doctor where the leg was saved.	Emily	Carrie
The market didn't last in our neighborhood like the salon did, because the _ was always empty.	market	salon
Zora used the pestle to move the herbs around in the bowl, because the _ was harder to grasp.	pestle	bowl
Zora used the pestle to move the herbs around in the bowl, because the _ was easier to grasp.	pestle	bowl
She left the bookstore with a bag of books and DVDs. The _ would be useful when she's away from home.	DVDs	books
She left the bookstore with a bag of books and DVDs. The _ would be useful when she's too tired to read.	DVDs	books
Emily was having trouble opening the champagne bottle when Elena offered to help, but _ said no.	Emily	Elena
Emily was having trouble opening the champagne bottle when Elena offered to help, so _ opened it.	Emily	Elena
I poured the brown gravy from the pot into serving dish until the _ was empty.	pot	dish
I poured the brown gravy from the pot into the dish until the _ was full.	pot	dish
John poured the entire bowl of water into his bath tub until the _ was empty.	bowl	bath tub
John poured the entire bowl of water into his bath tub until the _ was full.	bowl	bath tub
Mary poured the entire bottle of cleaning soap into the bath until the _ was full.	bottle	bath
Mary poured the entire bottle of cleaning soap into the bath until the _ was empty.	bottle	bath
John fertilized the lawn but not the potted plant so the _ was more green.	potted plant	lawn
John fertilized the lawn but not the potted plant so the _ was more brown.	potted plant	lawn
Derrick convinced Randy to file a lawsuit against the company, and _ offered to help fill out the papers.	Derrick	Randy
Derrick convinced Randy to file a lawsuit against the company, but _ didn't want to fill out the papers.	Derrick	Randy
I was easy for Amy but not Lindsey to build muscle because _ worked out and ate a diet full of protein.	Amy	Lindsey
I was easy for Amy but not Lindsey to build muscle because _ had not worked out and had not eaten a diet full of protein.	Amy	Lindsey
There is a lot less food in the pantry of Emily and not Maria, because _ is wealthy.	Emily	Maria
There is a lot less food in the pantry of Emily and not Maria, because _ is poor.	Emily	Maria
Bob just got fired and needed to spend less. He got potatoes instead of ribeyes to eat because the _ are expensive.	potatoes	ribeyes
Bob just got fired and needed to spend less. He got potatoes instead of ribeyes to eat because the _ are cheap.	potatoes	ribeyes
Craig lost the promotion at their current company to Nelson, because _ failed to show up on time.	Craig	Nelson
Craig lost the promotion at their current company to Nelson, in spite of _ failing to show up on time.	Craig	Nelson
Nelson is assigning Steven with the job of collecting the panpipes, _ is team leader in band class.	Nelson	Steven
Nelson is assigning Steven with the job of collecting the panpipes, _ is a flute player  in band class.	Nelson	Steven
Brett had to introduce Christopher to all the important things in the company, because _ is a junior developer.	Brett	Christopher
Brett had to introduce Christopher to all the important things in the company, because _ is a senior developer.	Brett	Christopher
Eric asked Ian to teach their child how speak Spanish because _ didn't understand the language.	Eric	Ian
Eric asked Ian to teach their child how to speak Spanish because _ spoke the language fluently.	Eric	Ian
James placed a box on the shaving stick and it got broken. He hated that the _ is fragile.	stick	box
James placed a box on the shaving stick and it got broken. He hated that the _ is heavy.	stick	box
I tried to set the plant in the pot, but it didn't work because the _ was too small.	plant	pot
I tried to set the plant in the pot, but it didn't work because the _ was too large.	plant	pot
I tried to pour the water into the bottle, but I couldn't do it because the _ was too tiny.	water	bottle
I tried to pour the water into the bottle, but I couldn't do it because the _ was too much.	water	bottle
When they go shopping Adam always uses paper bag but Robert uses plastic as _ is ignorant of environment.	Adam	Robert
When they go shopping Adam always uses paper bag but Robert uses plastic as _ is conscious of environment.	Adam	Robert
Kenneth loves to eat boiled cabbage but Logan hates boiled cabbage. _ ordered roast beef and potatoes for dinner.	Kenneth	Logan
Kenneth loves to eat boiled cabbage but Logan hates boiled cabbage. _ ordered corned beef and cabbage for dinner.	Kenneth	Logan
Rachel always made sure to be a healthy weight but not Patricia because _ has a couch potato lifestyle.	Rachel	Patricia
The teacher tried to get all the shapes into the boxes but the _ were too large.	boxes	shapes
The teacher tried to get all the shapes into the boxes but the _ were too small.	boxes	shapes
Rebecca walked carefully around the puddle while Katrina splashed through it,  _ liked to be muddy.	Rebecca	Katrina
Rebecca walked carefully around the puddle while Katrina splashed through it,  _ liked to be clean.	Rebecca	Katrina
Earl put the tool box in the bed instead of in the cab because the _ was empty.	bed	cab
Earl put the tool box in the bed instead of in the cab because the _ was full..	bed	cab
While shopping, Jason could only get the shoes and not the pants in the store because the _ were affordable.	shoes	pants
While shopping, Jason could only get the shoes and not the pants in the store because the _ were expensive.	shoes	pants
The package said to cook the meat in a skillet but sally decided to use a pan instead. The _ didn't have a lid and would cook slower.	skillet	pan
The package said to cook the meat in a skillet but sally decided to use a pan instead. The _ had a lid and would cook faster.	skillet	pan
My marriage is a lot better than my last relationship because the _ was full of hate.	marriage	relationship
My marriage is a lot better than my last relationship because the _ is full of joy.	marriage	relationship
She wanted to do a salad for lunch instead of making a full course meal, because the _ was more complex.	salad	meal
She wanted to do a salad for lunch instead of making a full course meal, because the _ was simpler.	salad	meal
Bill poured the entire bag of soil into the flower pot until the _ was empty.	bag	pot
Bill poured the entire bag of soil into the flower pot until the _ was full.	bag	pot
Allen wanted to put his new tool in the toolbox, but the _ was too big.	tool	toolbox
Allen wanted to put his new tool in the toolbox, bu the _ was too small.	tool	toolbox
I ate cereal from the bowl that went to my stomach. That made the _ emptier.	bowl	stomach
I ate cereal from the bowl that went to my stomach. That made the _ fuller.	bowl	stomach
Katrina tried to pour a cup of apple juice for Laura but _ overfilled the glass.	Katrina	Laura
Katrina tried to pour a cup of apple juice for Laura but _ didn't want the drink.	Katrina	Laura
Eric took less time in security than Dennis did before the flight because _ had less baggage.	Eric	Dennis
Eric took a longer time in security than Dennis did before the flight because _ had less baggage.	Eric	Dennis
The young mother put oatmeal from the pan into the dish until the _ was full.	pan	dish
The young mother put oatmeal from the pan into the dish until the _ was empty.	pan	dish
Tim poured the bacon grease from the jar into the pan until the _ was empty.	jar	pan
Tim poured the bacon grease from the jar into the pan until the _ was full.	jar	pan
I applied for a visa for Japan to go in my passport, but it couldn't because the _ had no empty page.	visa	passport
I applied for a visa for Japan to go in my passport, but it couldn't because the _ took up a full page.	visa	passport
Bob poured the entire bowl of oysters into the hot pot on the stove until the _ was full.	bowl	pot
Bob poured the entire bowl of oysters into the hot pot on the stove until the _ was empty.	bowl	pot
The gardener tried to throw the roots away in the bags but the _ were too small.	bags	roots
The gardener tried to throw the roots away in the bags but the _ were too large.	bags	roots
On the camping trip he discovered a hole in his sleeping bag so he couldn't get warm due to the _ being damaged.	hole	sleeping bag
On the camping trip he discovered a hole in his sleeping bag he couldn't get warm due to the _ in it.	hole	sleeping bag
The boy was crying to hand over the bag in his hand to the elder brother and collect the box because the _ is light.	bag	box
